name	type	primary	secondary	equipment	mechanics	level	force
Punches 	Cardio	Shoulders	"Lats,MiddleBack"	None	Compound	Beginner	Push
Push Press 	OlympicWeightlifting	Shoulders	"Quadriceps,Triceps"	Barbell	Compound	Expert	Push
Push Press - Behind the Neck 	OlympicWeightlifting	Shoulders	"Calves,Quadriceps,Triceps"	Barbell	Compound	Intermediate	Push
Push Up to Side Plank 	Strength	Chest	"Abdominals,Shoulders,Triceps"	None	Compound	Beginner	Push
Push-Up Wide 	Strength	Chest	"Abdominals,Shoulders,Triceps"	None	Compound	Beginner	N/A
Push-Ups - Close Triceps Position A.K.A Pushups - Close Triceps Position 	Strength	Triceps	"Chest,Shoulders"	None	Compound	Intermediate	Push
Push-Ups With Feet Elevated 	Strength	Chest	"Shoulders,Triceps"	None	Compound	Beginner	Push
Push-Ups With Feet On An Exercise Ball 	Strength	Chest	"Shoulders,Triceps"	Exercise Ball	Compound	Intermediate	Push
"Pushups A.K.A Push-Up, Push Up "	Strength	Chest	"Shoulders,Triceps"	None	Compound	Beginner	Push
"Pushups (Close and Wide Hand Positions) A.K.A Push-Up, Push Up "	Strength	Chest	"Shoulders,Triceps"	None	Compound	Beginner	Push
Pyramid 	Stretching	LowerBack	Shoulders	Exercise Ball	N/A	Beginner	Static
Quad Stretch 	Stretching	Quadriceps	N/A	Other	N/A	Intermediate	Static
"Quadriceps-SMR A.K.A Foam Roll Quadriceps, Myofascial Release Quads "	Stretching	Quadriceps	N/A	Foam Roll	Isolation	Intermediate	Static
Quick Leap 	Plyometrics	Quadriceps	"Calves,Hamstrings"	Other	Compound	Beginner	Push
Rack Delivery A.K.A Muscle Clean 	OlympicWeightlifting	Shoulders	"Forearms,Traps"	Barbell	Compound	Intermediate	Pull
Rack Pull with Bands 	Powerlifting	LowerBack	"Forearms,Glutes,Hamstrings,Quadriceps,Traps"	Barbell	Compound	Intermediate	Pull
"Rack Pulls A.K.A Pin Pulls, Partial Deadlift "	Powerlifting	LowerBack	"Forearms,Glutes,Hamstrings,Traps"	Barbell	Compound	Intermediate	Pull
Rear Leg Raises 	Stretching	Quadriceps	N/A	None	N/A	Beginner	Push
Recumbent Bike 	Cardio	Quadriceps	"Calves,Glutes,Hamstrings"	Machine	N/A	Beginner	N/A
Return Push from Stance 	Plyometrics	Shoulders	"Chest,Triceps"	Medicine Ball	Compound	Beginner	Push
Reverse Band Bench Press 	Powerlifting	Triceps	"Chest,Forearms,Lats,MiddleBack,Shoulders"	Barbell	Compound	Intermediate	Push
Reverse Band Box Squat 	Powerlifting	Quadriceps	"Abductors,Adductors,Calves,Forearms,Glutes,Hamstrings,LowerBack"	Barbell	Compound	Intermediate	Push
Reverse Band Deadlift 	Powerlifting	LowerBack	"Abductors,Adductors,Calves,Glutes,Hamstrings,Quadriceps"	Barbell	Compound	Expert	Pull
Reverse Band Power Squat A.K.A Reverse Band Squat 	Powerlifting	Quadriceps	"Adductors,Calves,Glutes,Hamstrings,LowerBack"	Barbell	Compound	Expert	Push
Reverse Band Sumo Deadlift 	Powerlifting	Hamstrings	"Abductors,Adductors,Calves,Forearms,Glutes,LowerBack,Quadriceps,Traps"	Barbell	Compound	Expert	Pull
Reverse Barbell Curl 	Strength	Biceps	Forearms	Barbell	Isolation	Beginner	Pull
Reverse Barbell Preacher Curls 	Strength	Biceps	Forearms	E-Z Curl Bar	Isolation	Intermediate	Pull
Reverse Cable Curl 	Strength	Biceps	Forearms	Cable	Isolation	Beginner	Pull
Reverse Crunch 	Strength	Abdominals	N/A	None	Isolation	Beginner	Pull
Reverse Flyes 	Strength	Shoulders	N/A	Dumbbell	Isolation	Beginner	Pull
Reverse Flyes With External Rotation A.K.A Rear Delt Flyes 	Strength	Shoulders	N/A	Dumbbell	Isolation	Intermediate	Pull
"Reverse Grip Bent-Over Rows A.K.A Barbell Row, Yates Row, Reverse-Grip Bent-Over Row, Reverse Grip Bent Over Row, "	Strength	MiddleBack	"Biceps,Lats,Shoulders"	Barbell	Compound	Intermediate	Pull
Reverse Grip Triceps Pushdown 	Strength	Triceps	N/A	Cable	Isolation	Beginner	Push
Reverse Hyperextension A.K.A Reverse Hyper 	Strength	Hamstrings	"Calves,Glutes"	Machine	N/A	Intermediate	Pull
Reverse Machine Flyes A.K.A Rear Delt Machine Flyes 	Strength	Shoulders	N/A	Machine	Isolation	Beginner	Pull
Reverse Plate Curls 	Strength	Biceps	Forearms	Other	Isolation	Beginner	Pull
Reverse Triceps Bench Press 	Strength	Triceps	"Chest,Shoulders"	Barbell	Compound	Intermediate	Push
"Rhomboids-SMR A.K.A Foam Roll Upper Back, Myofascial Release Rhomboids "	Stretching	MiddleBack	Traps	Foam Roll	N/A	Intermediate	Static
Rickshaw Carry A.K.A Frame Carry 	Strongman	Forearms	"Abdominals,Calves,Glutes,Hamstrings,LowerBack,Quadriceps,Traps"	Other	Compound	Intermediate	N/A
Rickshaw Deadlift A.K.A Frame Deadlift 	Strongman	Quadriceps	"Forearms,Glutes,Hamstrings,LowerBack,Traps"	Other	Compound	Intermediate	Pull
Ring Dips 	Strength	Triceps	"Chest,Shoulders"	Other	Compound	Intermediate	Push
Rockers (Pullover To Press) Straight Bar 	Strength	Lats	"Chest,Shoulders,Triceps"	Barbell	Compound	Intermediate	Pull
Rocket Jump 	Plyometrics	Quadriceps	"Calves,Hamstrings"	None	Compound	Beginner	Push
Rocking Standing Calf Raise 	Strength	Calves	N/A	Barbell	Isolation	Beginner	Push
Rocky Pull-Ups/Pulldowns 	Strength	Lats	"Biceps,MiddleBack,Shoulders"	Other	Compound	Intermediate	Pull
Romanian Deadlift 	Strength	Hamstrings	Glutes	Barbell	Isolation	Intermediate	Pull
Romanian Deadlift from Deficit A.K.A Straight-Legged Deadlift 	OlympicWeightlifting	Hamstrings	"Forearms,Glutes,LowerBack,Traps"	Barbell	Compound	Intermediate	Pull
Romanian Deadlift With Dumbbells 	Strength	Hamstrings	"Glutes,LowerBack"	Dumbbell	Compound	Intermediate	Pull
Romanian Deadlift with Kettlebell 	Strength	Hamstrings	"Glutes,LowerBack"	Kettlebells	Compound	Intermediate	Pull
Rope Climb 	Strength	Lats	"Biceps,Forearms,MiddleBack,Shoulders"	Other	Compound	Intermediate	Pull
Rope Crunch 	Strength	Abdominals	N/A	Cable	Isolation	Beginner	Pull
Rope Jumping 	Cardio	Quadriceps	"Calves,Hamstrings"	Other	N/A	Intermediate	N/A
Rope Straight-Arm Pulldown 	Strength	Lats	N/A	Cable	Isolation	Beginner	Pull
Round The World Shoulder Stretch 	Stretching	Shoulders	"Biceps,Chest"	Other	N/A	Beginner	Static
"Rowing, Stationary A.K.A Stationary Rowing "	Cardio	Quadriceps	"Biceps,Calves,Glutes,Hamstrings,LowerBack,MiddleBack"	Machine	N/A	Intermediate	N/A
Runner's Stretch 	Stretching	Hamstrings	Calves	None	N/A	Beginner	Static
"Running, Treadmill "	Cardio	Quadriceps	"Calves,Glutes,Hamstrings"	Machine	N/A	Beginner	N/A
Russian Bar Dip 	Strength	Triceps	"Chest,Shoulders"	Other	Compound	Intermediate	Push
Russian Twist 	Strength	Abdominals	LowerBack	None	Compound	Intermediate	Pull
Sandbag Load A.K.A Sandbags 	Strongman	Quadriceps	"Abdominals,Biceps,Calves,Forearms,Glutes,Hamstrings,LowerBack,MiddleBack,Shoulders,Traps"	Other	Compound	Beginner	Pull
"Scapular Pull-Up A.K.A Reverse Shrug, Straight Arm Pull-Up "	Strength	Traps	"Lats,MiddleBack"	None	Isolation	Beginner	Pull
Scissor Kick 	Stretching	Abdominals	N/A	None	Isolation	Beginner	Pull
Scissors Jump A.K.A Lunge Jump 	Plyometrics	Quadriceps	"Glutes,Hamstrings"	None	Compound	Beginner	Push
Seated Back Extension 	Strength	LowerBack	N/A	Machine	Isolation	Beginner	Push
Seated Band Hamstring Curl A.K.A Leg Curl 	Strength	Hamstrings	N/A	Other	Isolation	Beginner	Pull
Seated Barbell Military Press A.K.A Shoulder Press 	Strength	Shoulders	Triceps	Barbell	Compound	Intermediate	Push
Seated Barbell Twist 	Strength	Abdominals	N/A	Barbell	Isolation	Beginner	Pull
Seated Bent-Over One-Arm Dumbbell Triceps Extension A.K.A Triceps Kickback 	Strength	Triceps	N/A	Dumbbell	Isolation	Beginner	Push
Seated Bent-Over Rear Delt Raise A.K.A Rear Delt Fly 	Strength	Shoulders	N/A	Dumbbell	Isolation	Intermediate	Pull
Seated Bent-Over Two-Arm Dumbbell Triceps Extension A.K.A Seated Triceps Kickback 	Strength	Triceps	N/A	Dumbbell	Isolation	Intermediate	Push
Seated Biceps A.K.A Biceps Stretch 	Stretching	Biceps	"Chest,Shoulders"	None	Isolation	Expert	Static
"Seated Cable Rows A.K.A Cable Row, Cable Rows, Pulley Row, Low Row "	Strength	MiddleBack	"Biceps,Lats,Shoulders"	Cable	Compound	Beginner	Pull
Seated Cable Shoulder Press A.K.A Freemotion Shoulder Press 	Strength	Shoulders	Triceps	Cable	Compound	Beginner	Push
Seated Calf Raise A.K.A Seated Calf Raises 	Strength	Calves	N/A	Machine	Isolation	Beginner	Push
Seated Calf Stretch 	Stretching	Calves	"Hamstrings,LowerBack"	None	N/A	Beginner	Static
Seated Close-Grip Concentration Barbell Curl A.K.A Concentration Curl 	Strength	Biceps	N/A	Barbell	Isolation	Intermediate	Pull
Seated Dumbbell Curl 	Strength	Biceps	N/A	Dumbbell	Isolation	Beginner	Pull
Seated Dumbbell Inner Biceps Curl 	Strength	Biceps	N/A	Dumbbell	Isolation	Beginner	Pull
Seated Dumbbell Palms-Down Wrist Curl 	Strength	Forearms	N/A	Dumbbell	Isolation	Beginner	Pull
Seated Dumbbell Palms-Up Wrist Curl 	Strength	Forearms	N/A	Dumbbell	Isolation	Beginner	Pull
Seated Dumbbell Press 	Strength	Shoulders	Triceps	Dumbbell	Compound	Beginner	Push
Seated Flat Bench Leg Pull-In 	Strength	Abdominals	N/A	None	Compound	Beginner	Pull
Seated Floor Hamstring Stretch 	Stretching	Hamstrings	Calves	None	N/A	Beginner	Static
Seated Front Deltoid 	Stretching	Shoulders	Chest	None	N/A	Expert	Static
Seated Glute A.K.A Glute Stretch 	Stretching	Glutes	Adductors	None	N/A	Expert	Static
Seated Glute Stretch 	Stretching	Glutes	Hamstrings	None	N/A	Beginner	Pull
Seated Good Mornings 	Powerlifting	LowerBack	Glutes	Barbell	Compound	Intermediate	Pull
Seated Hamstring A.K.A Hamstring Stretch 	Stretching	Hamstrings	Calves	None	N/A	Expert	Static
Seated Hamstring and Calf Stretch 	Stretching	Hamstrings	Calves	Other	N/A	Intermediate	Static
Seated Head Harness Neck Resistance 	Strength	Neck	N/A	Other	Isolation	Intermediate	Pull
Seated Leg Curl A.K.A Seated Leg Curls 	Strength	Hamstrings	N/A	Machine	Isolation	Beginner	Pull
Seated Leg Press 	Strength	Quadriceps	"Calves,Glutes,Hamstrings"	Machine	Compound	Beginner	Push
Seated Leg Tucks A.K.A Leg Pull-in 	Strength	Abdominals	N/A	None	Isolation	Beginner	Pull
Seated One-arm Cable Pulley Rows 	Strength	MiddleBack	"Biceps,Lats,Traps"	Cable	Compound	Intermediate	Pull
Seated One-Arm Dumbbell Palms-Down Wrist Curl 	Strength	Forearms	N/A	Dumbbell	Isolation	Intermediate	Pull
Seated One-Arm Dumbbell Palms-Up Wrist Curl 	Strength	Forearms	N/A	Dumbbell	Isolation	Beginner	Pull
Seated Overhead Stretch 	Stretching	Abdominals	N/A	None	Isolation	Beginner	Static
Seated Palm-Up Barbell Wrist Curl 	Strength	Forearms	N/A	Barbell	Isolation	Beginner	Pull
Seated Palms-Down Barbell Wrist Curl 	Strength	Forearms	N/A	Barbell	Isolation	Beginner	Pull
Seated Scissor Kick 	Strength	Abdominals	"Abductors,Adductors"	None	Compound	Intermediate	Pull
Seated Side Lateral Raise 	Strength	Shoulders	N/A	Dumbbell	Isolation	Beginner	Push
Seated Straight-Bar Curl Superset 	Strength	Biceps	Forearms	Barbell	Isolation	Intermediate	Pull
Seated Triceps Press 	Strength	Triceps	N/A	Dumbbell	Isolation	Beginner	Push
Seated Two-Arm Palms-Up Low-Pulley Wrist Curl 	Strength	Forearms	N/A	Cable	Isolation	Beginner	Pull
See-Saw Press (Alternating Side Press) A.K.A See Saw Press 	Strength	Shoulders	"Abdominals,Triceps"	Dumbbell	Compound	Intermediate	Push
Shotgun Row 	Strength	Lats	"Biceps,MiddleBack"	Cable	Compound	Beginner	Pull
Shoulder Circles 	Stretching	Shoulders	Traps	None	N/A	Beginner	Pull
Shoulder Press - With Bands 	Strength	Shoulders	Triceps	Bands	Compound	Beginner	Push
Shoulder Raise 	Stretching	Shoulders	Lats	None	N/A	Beginner	Pull
Shoulder Stretch 	Stretching	Shoulders	N/A	None	N/A	Beginner	Pull
Shoulder Tap 	Strength	Abdominals	"Shoulders,Triceps"	None	Isolation	Beginner	N/A
Side Bridge 	Strength	Abdominals	Shoulders	None	N/A	Beginner	Static
Side Hop-Sprint 	Plyometrics	Quadriceps	"Abductors,Adductors,Calves,Hamstrings"	Other	Compound	Beginner	Push
Side Jackknife 	Strength	Abdominals	N/A	None	Compound	Beginner	Pull
Side Lateral Raise 	Strength	Shoulders	N/A	Dumbbell	Isolation	Beginner	Push
Side Laterals to Front Raise A.K.A Alternating Deltoid Raise 	Strength	Shoulders	Traps	Dumbbell	Isolation	Beginner	Push
Side Leg Raises 	Stretching	Adductors	N/A	None	N/A	Beginner	Pull
Side Lunge A.K.A Bodyweight Side Lunge 	Strength	Quadriceps	"Glutes,Hamstrings"	None	Compound	Beginner	Push
Side Lying Groin Stretch 	Stretching	Adductors	Hamstrings	None	Isolation	Beginner	Static
Side Neck Stretch 	Stretching	Neck	N/A	None	Isolation	Beginner	Static
Side Standing Long Jump 	Plyometrics	Quadriceps	"Calves,Glutes,Hamstrings"	None	Compound	Beginner	Push
Side to Side Box Shuffle 	Plyometrics	Quadriceps	"Abductors,Adductors,Calves,Hamstrings"	Other	Compound	Beginner	Push
Side To Side Chins A.K.A Chin-Up 	Strength	Lats	"Biceps,Forearms,MiddleBack,Shoulders"	Other	Compound	Intermediate	Pull
Side To Side Push-Up 	Strength	Chest	"Shoulders,Triceps"	None	Compound	Intermediate	Push
Side Wrist Pull 	Stretching	Shoulders	"Forearms,Lats"	None	Isolation	Beginner	Static
Side-Lying Floor Stretch 	Stretching	Lats	N/A	None	N/A	Beginner	Static
Single Arm Overhead Kettlebell Squat 	Strength	Quadriceps	"Glutes,Hamstrings,LowerBack,Shoulders"	Kettlebells	Compound	Expert	Push
Single Dumbbell Raise 	Strength	Shoulders	"Forearms,Traps"	Dumbbell	Isolation	Beginner	N/A
Single Leg Butt Kick 	Plyometrics	Quadriceps	"Calves,Hamstrings"	None	Compound	Beginner	Push
Single Leg Deadlift 	Strength	Hamstrings	"Glutes,LowerBack"	Kettlebells	Compound	Intermediate	Pull
Single Leg Glute Bridge 	Strength	Glutes	Hamstrings	None	Isolation	Beginner	Push
Single Leg Push-off 	Plyometrics	Quadriceps	"Calves,Hamstrings"	Other	Compound	Beginner	Push
Single-Arm Cable Crossover 	Strength	Chest	N/A	Cable	Isolation	Beginner	Push
Single-Arm Dumbbell Overhead Squat 	Strength	Quadriceps	"Calves,Glutes,Hamstrings,LowerBack,Shoulders"	Dumbbell	Compound	Intermediate	Push
Single-Arm Landmine Row A.K.A Meadows Row 	Strength	MiddleBack	"Biceps,Lats,Shoulders"	Barbell	Compound	Intermediate	Pull
Single-Arm Linear Jammer A.K.A Barbell Levers 	Strength	Shoulders	"Chest,Triceps"	Barbell	Compound	Intermediate	Push
"Single-Arm Push-Up A.K.A one-arm push-up, push up "	Strength	Chest	"Shoulders,Triceps"	None	Compound	Intermediate	Push
Single-Cone Sprint Drill 	Plyometrics	Quadriceps	"Calves,Glutes,Hamstrings"	Other	N/A	Beginner	Push
Single-Leg Balance 	Stretching	Hamstrings	N/A	None	Compound	Beginner	Pull
Single-Leg Box Jump 	Plyometrics	Quadriceps	"Calves,Glutes,Hamstrings"	Other	Compound	Expert	Push
Single-Leg High Box Squat A.K.A Band-Assisted Step-Up 	Strength	Quadriceps	"Glutes,Hamstrings"	Other	Compound	Beginner	Push
Single-Leg Hop Progression 	Plyometrics	Quadriceps	"Abductors,Adductors,Calves,Hamstrings"	Other	Compound	Beginner	Push
Single-Leg Lateral Hop 	Plyometrics	Quadriceps	"Abductors,Adductors,Calves,Hamstrings"	Other	Compound	Beginner	Push
Single-Leg Leg Extension A.K.A Leg Extension 	Strength	Quadriceps	N/A	Machine	Isolation	Beginner	Push
Single-Leg Press 	Strength	Quadriceps	"Calves,Glutes,Hamstrings"	Machine	Compound	Intermediate	Push
Single-Leg Skater Squat 	Strength	Quadriceps	"Glutes,Hamstrings"	Other	Compound	Intermediate	Push
Single-Leg Squat To Box 	Strength	Quadriceps	"Calves,Glutes,Hamstrings"	Other	Compound	Intermediate	Push
Single-Leg Stride Jump 	Plyometrics	Quadriceps	"Abductors,Adductors,Calves,Hamstrings"	Other	Compound	Beginner	Push
Sit Squats A.K.A Air Squats 	Stretching	Quadriceps	"Abductors,Glutes,Hamstrings"	None	N/A	Beginner	Push
Sit-Up 	Strength	Abdominals	N/A	None	Isolation	Beginner	Pull
Skating A.K.A Rollerblading 	Cardio	Quadriceps	"Abductors,Adductors,Calves,Glutes,Hamstrings"	Other	N/A	Intermediate	N/A
Skin The Cat To Push-Up 	Strength	Abdominals	"Chest,Lats,Shoulders,Triceps"	Other	Compound	Expert	Pull
Sled Drag - Harness A.K.A Sled Pull 	Strongman	Quadriceps	"Calves,Glutes,Hamstrings"	Other	Compound	Beginner	Push
Sled Overhead Backward Walk 	Strength	Shoulders	"Calves,MiddleBack,Quadriceps"	Other	Compound	Beginner	Pull
Sled Overhead Triceps Extension 	Strength	Triceps	N/A	Other	Isolation	Beginner	Push
Sled Push 	Strongman	Quadriceps	"Calves,Chest,Glutes,Hamstrings,Triceps"	Other	Compound	Beginner	Push
Sled Reverse Flye 	Strength	Shoulders	N/A	Other	Isolation	Beginner	Pull
Sled Row 	Strength	MiddleBack	"Biceps,Lats"	Other	Compound	Beginner	Pull
Sledgehammer Swings 	Plyometrics	Abdominals	"Calves,Forearms,Lats,MiddleBack,Shoulders"	Other	Compound	Beginner	Pull
Slide Jump Shot 	Plyometrics	Quadriceps	"Calves,Glutes,Hamstrings,Shoulders"	None	Compound	Beginner	Push
Slow Jog 	Cardio	Quadriceps	"Calves,Glutes,Hamstrings"	None	Compound	Beginner	N/A
Smith Incline Shoulder Raise 	Strength	Shoulders	Chest	Barbell	Isolation	Beginner	Push
Smith Machine Behind the Back Shrug 	Strength	Traps	Shoulders	Machine	Isolation	Beginner	Pull
Smith Machine Bench Press 	Strength	Chest	"Shoulders,Triceps"	Machine	Compound	Beginner	Push
Smith Machine Bent Over Row 	Strength	MiddleBack	"Biceps,Lats,Shoulders"	Machine	Compound	Beginner	Pull
Smith Machine Calf Raise 	Strength	Calves	N/A	Machine	Isolation	Beginner	Push
Smith Machine Close-Grip Bench Press 	Strength	Triceps	"Chest,Shoulders"	Machine	Compound	Beginner	Push
Smith Machine Decline Press 	Strength	Chest	"Shoulders,Triceps"	Machine	Compound	Beginner	N/A
Smith Machine Hang Power Clean 	Strength	Hamstrings	"Glutes,LowerBack,Quadriceps,Shoulders,Traps"	Machine	Compound	Intermediate	Pull
Smith Machine Hip Raise 	Strength	Abdominals	N/A	Machine	Isolation	Beginner	Pull
Smith Machine Incline Bench Press A.K.A Smith Machine Incline Chest Press 	Strength	Chest	"Shoulders,Triceps"	Machine	Compound	Beginner	Push
Smith Machine Leg Press A.K.A Inverted Leg Press 	Strength	Quadriceps	"Calves,Glutes,Hamstrings"	Machine	Compound	Intermediate	Push
Smith Machine One-Arm Upright Row 	Strength	Shoulders	"Biceps,Traps"	Machine	Compound	Beginner	Pull
Smith Machine Overhead Shoulder Press 	Strength	Shoulders	Triceps	Machine	Compound	Beginner	Push
Smith Machine Pistol Squat 	Strength	Quadriceps	"Calves,Glutes,Hamstrings"	Machine	Compound	Intermediate	Push
Smith Machine Reverse Calf Raises 	Strength	Calves	N/A	Machine	Isolation	Beginner	Push
Smith Machine Shrug 	Strength	Traps	"MiddleBack,Shoulders"	Machine	Isolation	Beginner	Pull
Smith Machine Squat 	Strength	Quadriceps	"Calves,Glutes,Hamstrings,LowerBack"	Machine	Compound	Beginner	Push
Smith Machine Stiff-Legged Deadlift 	Strength	Hamstrings	"Glutes,LowerBack"	Machine	Compound	Beginner	Pull
Smith Machine Upright Row 	Strength	Traps	"Biceps,MiddleBack,Shoulders"	Machine	Compound	Beginner	Pull
Smith Single-Leg Split Squat 	Strength	Quadriceps	"Calves,Glutes,Hamstrings"	Machine	Compound	Beginner	Push
Snatch 	OlympicWeightlifting	Quadriceps	"Biceps,Glutes,Hamstrings,LowerBack,Shoulders,Traps,Triceps"	Barbell	Compound	Intermediate	Pull
Snatch Balance A.K.A Drop Snatch 	OlympicWeightlifting	Quadriceps	"Calves,Glutes,Hamstrings,Shoulders,Triceps"	Barbell	Compound	Intermediate	Push
Snatch Deadlift A.K.A Snatch-Grip Deadlift 	OlympicWeightlifting	Hamstrings	"Forearms,Glutes,Hamstrings,LowerBack,Quadriceps,Traps"	Barbell	Compound	Intermediate	Pull
Snatch from Blocks A.K.A Snatch from Boxes 	OlympicWeightlifting	Quadriceps	"Calves,Forearms,Glutes,Hamstrings,LowerBack,Shoulders,Traps,Triceps"	Barbell	Compound	Expert	Pull
Snatch Pull A.K.A Snatch High Pull 	Strength	Hamstrings	"Calves,Glutes,LowerBack,Quadriceps,Traps"	Barbell	Compound	Intermediate	Pull
Snatch Shrug 	OlympicWeightlifting	Traps	"Forearms,Shoulders"	Barbell	Compound	Intermediate	Pull
Snatch-Grip Behind-The-Neck Overhead Press 	Strength	Shoulders	Triceps	Barbell	Compound	Intermediate	Push
Speed Band Overhead Triceps 	Strength	Triceps	N/A	Bands	Isolation	Beginner	Push
Speed Band Pushdown 	Strength	Triceps	N/A	Bands	Isolation	Beginner	Push
Speed Box Squat 	Powerlifting	Quadriceps	"Calves,Glutes,Hamstrings"	Barbell	Compound	Intermediate	Push
Speed Squats 	Strength	Quadriceps	"Calves,Glutes,Hamstrings,LowerBack"	Barbell	Compound	Expert	Push
Spell Caster 	Strength	Abdominals	"Glutes,Shoulders"	Dumbbell	Compound	Beginner	Pull
Spider Crawl 	Strength	Abdominals	"Chest,Shoulders,Triceps"	None	Compound	Beginner	Pull
Spider Curl 	Strength	Biceps	N/A	E-Z Curl Bar	Isolation	Beginner	Pull
Spinal Stretch 	Stretching	MiddleBack	"Lats,LowerBack,Neck,Traps"	None	Isolation	Beginner	Static
Split Clean 	OlympicWeightlifting	Quadriceps	"Calves,Forearms,Glutes,Hamstrings,LowerBack,Shoulders,Traps"	Barbell	Compound	Intermediate	Pull
Split Jerk 	OlympicWeightlifting	Quadriceps	"Glutes,Hamstrings,Shoulders,Triceps"	Barbell	Compound	Intermediate	Push
Split Jump 	Plyometrics	Quadriceps	"Calves,Glutes,Hamstrings"	None	Compound	Beginner	Push
Split Snatch 	OlympicWeightlifting	Hamstrings	"Calves,Forearms,Glutes,Hamstrings,LowerBack,Quadriceps,Shoulders,Traps,Triceps"	Barbell	Compound	Expert	Pull
Split Squat with Dumbbells 	Strength	Quadriceps	"Glutes,Hamstrings"	Dumbbell	Compound	Beginner	Push
Split Squat With Kettlebells 	Strength	Quadriceps	"Calves,Glutes,Hamstrings"	Kettlebells	Compound	Intermediate	Push
Split Squats 	Stretching	Hamstrings	"Calves,Glutes,Quadriceps"	None	N/A	Intermediate	Push
Square Hop 	Plyometrics	Quadriceps	"Calves,Hamstrings"	None	N/A	Beginner	Push
Squat Jerk 	Strength	Quadriceps	"Calves,Glutes,Hamstrings,Shoulders,Triceps"	Barbell	Compound	Expert	Push
Squat with Bands 	Powerlifting	Quadriceps	"Adductors,Calves,Glutes,Hamstrings,LowerBack"	Barbell	Compound	Intermediate	Push
Squat with Chains 	Powerlifting	Quadriceps	"Adductors,Calves,Glutes,Hamstrings,LowerBack"	Barbell	Compound	Intermediate	Push
Squat with Plate Movers 	Strength	Quadriceps	"Abductors,Adductors,Calves,Glutes,Hamstrings"	Barbell	Compound	Intermediate	Push
Squats - With Bands 	Strength	Quadriceps	"Calves,Glutes,Hamstrings,LowerBack"	Bands	Compound	Beginner	Push
Stability Ball Pike With Knee Tuck 	Strength	Abdominals	N/A	Exercise Ball	Compound	Intermediate	Pull
Staggered Push-Up 	Strength	Chest	"Shoulders,Triceps"	None	Compound	Beginner	Push
Stairmaster 	Cardio	Quadriceps	"Calves,Glutes,Hamstrings"	Machine	N/A	Intermediate	N/A
Standing Alternating Dumbbell Press 	Strength	Shoulders	Triceps	Dumbbell	Compound	Beginner	Push
Standing Barbell Calf Raise 	Strength	Calves	N/A	Barbell	Isolation	Beginner	Push
"Standing Barbell Press Behind Neck A.K.A Behind Neck Press, Overhead Press "	Strength	Shoulders	Triceps	Barbell	Compound	Intermediate	Push
Standing Bent-Over One-Arm Dumbbell Triceps Extension A.K.A Dumbbell Kickbacks 	Strength	Triceps	Shoulders	Dumbbell	Isolation	Beginner	Push
Standing Bent-Over Two-Arm Dumbbell Triceps Extension A.K.A Standing Kickback 	Strength	Triceps	N/A	Dumbbell	Isolation	Beginner	Push
Standing Biceps Cable Curl 	Strength	Biceps	N/A	Cable	Isolation	Beginner	Pull
Standing Biceps Stretch 	Stretching	Biceps	"Chest,Shoulders"	Other	Isolation	Beginner	Static
Standing Bradford Press 	Strength	Shoulders	Triceps	Barbell	Compound	Beginner	Push
Standing Cable Chest Press 	Strength	Chest	"Shoulders,Triceps"	Cable	Compound	Beginner	Push
Standing Cable Lift 	Strength	Abdominals	Shoulders	Cable	Compound	Beginner	Pull
Standing Cable Wood Chop 	Strength	Abdominals	Shoulders	Cable	Compound	Beginner	Pull
Standing Calf Raises 	Strength	Calves	N/A	Machine	Isolation	Beginner	Push
Standing Concentration Curl 	Strength	Biceps	Forearms	Dumbbell	Isolation	Beginner	Pull
Standing Dumbbell Calf Raise 	Strength	Calves	N/A	Dumbbell	Isolation	Intermediate	Push
"Standing Dumbbell Press A.K.A Overhead Dumbbell Press, Dumbbell Shoulder Press "	Strength	Shoulders	Triceps	Dumbbell	Compound	Beginner	Push
Standing Dumbbell Reverse Curl 	Strength	Biceps	Forearms	Dumbbell	Isolation	Intermediate	Pull
Standing Dumbbell Straight-Arm Front Delt Raise Above Head 	Strength	Shoulders	N/A	Dumbbell	Isolation	Intermediate	Push
Standing Dumbbell Triceps Extension 	Strength	Triceps	N/A	Dumbbell	Isolation	Beginner	Push
Standing Dumbbell Upright Row 	Strength	Traps	"Biceps,Shoulders"	Dumbbell	Compound	Beginner	Pull
Standing Elevated Quad Stretch 	Stretching	Quadriceps	N/A	Other	N/A	Beginner	Static
Standing Front Barbell Raise Over Head 	Strength	Shoulders	N/A	Barbell	Isolation	Intermediate	Push
Standing Gastrocnemius Calf Stretch 	Stretching	Calves	Hamstrings	None	N/A	Beginner	Static
Standing Hamstring and Calf Stretch 	Stretching	Hamstrings	N/A	Other	N/A	Beginner	Static
Standing Hip Circles 	Stretching	Abductors	Adductors	None	Isolation	Beginner	Pull
Standing Hip Flexors 	Stretching	Quadriceps	N/A	None	Isolation	Beginner	Static
"Standing Inner-Biceps Curl A.K.A Biceps Curl, Dumbbell Curl "	Strength	Biceps	N/A	Dumbbell	Isolation	Intermediate	Pull
Standing Lateral Stretch 	Stretching	Abdominals	N/A	None	N/A	Beginner	Static
"Standing Leg Curl A.K.A Single-leg curl, Hamstring Curl "	Strength	Hamstrings	N/A	Machine	Isolation	Beginner	Pull
